,T0,T1,T2,C_0
T0,-0.61,0.0,0.0,-1.13
T1,-0.89,-1.88,-0.0,0.07
T2,0.44,0.52,-2.18,-0.1
C_0,-0.07,-0.01,-0.39,-1.82
