,T0,T1,T2,A_0
T0,-0.68,-0.35,0.22,-0.0
T1,-0.54,-1.92,0.0,-0.4
T2,0.25,0.48,-2.09,-0.36
A_0,-0.05,-0.24,-0.81,-2.32
