,T0,T1,T2,E_1
T0,-0.7,-0.26,-0.04,0.53
T1,-0.65,-1.9,0.0,-0.27
T2,0.4,0.49,-2.18,-0.0
E_1,-0.0,0.0,0.55,-2.4
