,T0,T1,T2,E_2
T0,-0.73,-0.08,0.39,0.18
T1,-0.96,-1.83,-0.13,-0.48
T2,0.0,0.63,-2.06,-0.03
E_2,0.02,-0.0,-0.46,-2.32
