,T0,T1,T2,A_1
T0,-0.67,-1.16,0.01,0.58
T1,0.0,-2.1,0.4,-0.47
T2,0.54,0.0,-2.11,-0.73
A_1,-0.02,0.01,-0.11,-2.13
