,T0,T1,T2,C_1
T0,-0.71,-0.13,0.41,-0.0
T1,-0.92,-1.87,0.0,0.0
T2,0.0,0.55,-2.03,-0.16
C_1,-0.64,0.07,-0.09,-1.83
