,T0,T1,T2,B_2
T0,-0.72,0.0,0.39,-0.03
T1,-1.28,-1.9,0.0,0.52
T2,0.0,0.54,-2.05,-0.0
B_2,0.01,-0.16,-0.05,-1.56
