,T0,T1,T2,C_3
T0,-0.68,-0.0,0.34,-0.99
T1,-1.12,-1.82,-0.0,0.0
T2,0.0,0.52,-1.91,-0.0
C_3,-0.0,-0.28,-0.07,-0.31
