,T0,T1,T2,C_1
T0,-0.84,-0.0,0.01,-0.97
T1,-1.35,-1.82,-0.0,0.16
T2,0.17,0.53,-1.96,0.0
C_1,0.0,-0.4,0.0,-1.82
