,T0,T1,T2,A_0
T0,-0.92,-0.19,0.16,0.08
T1,-1.06,-1.8,-0.0,-0.51
T2,0.0,0.53,-1.88,-0.6
A_0,0.0,-1.42,-0.0,-2.39
