,T0,T1,T2,E_1
T0,-0.89,-0.26,0.01,-0.0
T1,-0.89,-1.83,-0.0,-0.35
T2,0.12,0.52,-1.94,-0.01
E_1,-0.2,-0.13,-0.16,-2.54
