,T0,T1,T2,C_0
T0,-0.84,-0.59,-0.22,-0.2
T1,-0.51,-1.98,-0.06,0.26
T2,0.3,0.16,-2.11,-0.46
C_0,-0.62,-0.15,0.33,-1.62
