,T0,T1,T2,C_3
T0,-0.89,-0.26,-0.46,0.04
T1,-0.93,-1.9,-0.04,0.05
T2,0.46,0.25,-2.08,-0.4
C_3,-0.61,0.06,0.33,-0.24
