,T0,T1,T2,B_0
T0,-0.88,-0.65,-0.01,-0.01
T1,-0.53,-1.99,0.04,0.29
T2,0.12,0.06,-2.08,-0.17
B_0,-0.15,0.16,-0.18,-1.66
