,T0,T1,T2,A_0
T0,-0.89,-0.69,-0.0,0.23
T1,-0.44,-1.94,-0.0,-0.34
T2,0.16,0.1,-2.06,-1.28
A_0,-0.0,-0.65,-0.26,-2.4
