,T0,T1,T2,B_1
T0,-0.82,-0.61,0.04,-0.16
T1,-0.57,-2.09,0.0,0.33
T2,0.13,0.09,-2.03,-0.19
B_1,-0.01,-0.04,-0.07,-0.05
