,T0,T1,T2,E_1
T0,-0.93,-0.55,0.0,0.65
T1,-0.63,-1.94,0.22,-0.18
T2,-0.06,-0.12,-2.13,0.88
E_1,-0.73,-0.16,-0.5,-2.26
