,T0,T1,T2,E_0
T0,-0.89,-0.7,0.08,0.15
T1,-0.45,-1.95,0.02,-0.26
T2,0.01,0.08,-2.08,-0.0
E_0,-0.0,-0.08,-0.11,-2.53
