,T0,T1,T2,A_0
T0,-0.8,-0.94,0.0,0.04
T1,-0.11,-1.97,-0.0,-0.33
T2,0.21,0.62,-2.11,-1.18
A_0,-0.16,-0.35,-0.18,-2.41
