,T0,T1,T2,B_0
T0,-0.8,-0.97,0.03,-0.0
T1,-0.14,-2.01,0.0,0.2
T2,0.16,0.6,-2.13,-0.13
B_0,-0.07,0.27,-0.07,-1.7
