,T0,T1,T2,A_1
T0,-0.82,-0.74,0.18,-0.07
T1,-0.27,-1.95,0.0,0.0
T2,-0.0,0.63,-2.09,-0.15
A_1,0.01,-0.78,-1.33,-2.1
