,T0,T1,T2,B_2
T0,-0.8,-1.01,-0.15,0.08
T1,-0.11,-2.02,-0.08,0.28
T2,0.3,0.66,-2.16,-0.31
B_2,-0.19,0.22,0.1,-1.6
