,T0,T1,T2,E_0
T0,-0.83,-0.76,0.12,0.26
T1,-0.27,-1.95,0.02,0.09
T2,-0.0,0.59,-2.13,0.44
E_0,-0.12,-0.47,0.0,-2.53
