,T0,T1,T2,E_2
T0,-0.84,-0.8,0.11,0.28
T1,-0.23,-1.96,0.0,-0.0
T2,0.0,0.6,-2.14,0.38
E_2,-0.09,-0.34,0.0,-2.14
