,T0,T1,T2,B_1
T0,-0.63,-0.62,-0.14,0.0
T1,-1.17,-1.97,0.0,0.0
T2,-0.0,1.4,-1.91,-0.0
B_1,0.23,0.27,-0.0,-0.13
