,T0,T1,T2,C_3
T0,-0.59,-0.56,-0.11,-0.17
T1,-1.19,-1.93,-0.0,-0.13
T2,-0.0,1.42,-1.92,0.0
C_3,-0.0,-0.03,0.14,-0.45
