,T0,T1,T2,B_0
T0,-0.63,-0.79,-0.13,0.12
T1,-1.01,-2.0,0.0,0.0
T2,-0.0,1.39,-1.91,-0.0
B_0,0.0,0.57,-0.0,-1.84
