,T0,T1,T2,E_1
T0,-0.63,-0.59,-0.09,-0.01
T1,-1.25,-1.97,0.0,-0.0
T2,-0.02,1.42,-1.9,-0.23
E_1,-0.11,-0.07,-0.05,-2.48
