,T0,T1,T2,A_1
T0,-0.64,-0.49,-0.13,0.0
T1,-1.44,-1.94,-0.0,-0.0
T2,-0.01,1.43,-1.89,-0.26
A_1,0.08,-0.58,-0.11,-2.05
