,T0,T1,T2,A_1
T0,-0.78,-0.3,0.0,-0.0
T1,-0.37,-1.88,0.0,-0.18
T2,0.3,0.67,-2.18,-0.81
A_1,-0.19,-0.8,-0.09,-2.12
