,T0,T1,T2,E_3
T0,-0.81,-0.57,0.18,0.35
T1,-0.09,-1.9,-0.0,-0.72
T2,0.08,0.68,-2.18,0.16
E_3,0.0,-0.0,0.0,-1.88
