,T0,T1,T2,B_1
T0,-0.79,-0.33,0.3,-0.04
T1,-0.38,-1.89,-0.0,-0.0
T2,0.0,0.73,-2.1,-0.1
B_1,-0.0,0.55,-0.27,-0.11
