,T0,T1,T2,D_0
T0,-0.79,-0.55,-0.0,0.19
T1,-0.24,-1.94,0.19,0.0
T2,0.3,0.57,-2.17,-0.2
D_0,0.0,1.22,-0.01,-1.39
