,T0,T1,T2,C_2
T0,-0.73,-0.5,-0.0,-0.3
T1,-0.19,-1.98,-0.0,0.33
T2,0.31,0.62,-2.21,-0.12
C_2,-0.46,0.0,0.0,-1.66
