,T0,T1,T2,C_1
T0,-0.75,-0.65,-0.02,-0.0
T1,-0.12,-2.01,0.0,0.4
T2,0.32,0.6,-2.21,-0.12
C_1,-0.61,0.0,0.01,-1.72
