,T0,T1,T2,C_0
T0,-0.76,-0.51,-0.0,-0.0
T1,-0.23,-1.99,0.0,0.39
T2,0.29,0.63,-2.2,-0.17
C_0,-0.54,0.0,-0.0,-1.6
