,T0,T1,T2,B_2
T0,-0.75,-0.78,-0.0,0.04
T1,-0.01,-1.98,0.0,0.0
T2,0.36,0.66,-2.18,-0.56
B_2,-0.0,0.14,-0.01,-1.61
