,T0,T1,T2,E_2
T0,-0.97,-0.51,-0.13,0.23
T1,-0.46,-1.76,0.51,-0.01
T2,-0.12,0.51,-1.99,0.39
E_2,-0.05,-0.14,-0.03,-2.0
