,T0,T1,T2,C_0
T0,-0.92,-1.07,-0.14,0.04
T1,-0.04,-1.8,-0.03,0.14
T2,0.02,0.94,-1.99,-0.65
C_0,-1.08,0.06,0.29,-1.54
