,T0,T1,T2,A_0
T0,-0.92,-1.11,-0.0,-0.08
T1,-0.04,-1.79,0.29,-0.57
T2,-0.1,0.68,-1.98,-0.07
A_0,-0.37,-0.17,-0.83,-2.3
