,T0,T1,T2,A_1
T0,-0.96,-0.26,-0.51,0.21
T1,-0.67,-1.74,0.75,-0.26
T2,0.26,0.32,-1.95,-1.09
A_1,-0.22,-0.54,-0.32,-2.14
