,T0,T1,T2,B_0
T0,-0.92,-0.97,-0.11,-0.0
T1,-0.13,-1.83,0.01,0.43
T2,-0.0,0.89,-2.01,-0.33
B_0,-0.25,0.11,-0.0,-1.65
