,T0,T1,T2,B_2
T0,-0.88,-1.47,-0.41,0.0
T1,0.1,-1.89,-0.54,0.56
T2,0.22,1.1,-2.11,-0.34
B_2,-0.42,0.31,0.33,-1.4
