,T0,T1,T2,C_2
T0,-0.79,-0.83,0.25,-0.08
T1,0.0,-1.82,0.0,0.0
T2,0.0,0.45,-2.08,-0.15
C_2,-1.02,0.1,-0.0,-1.57
