,T0,T1,T2,C_1
T0,-0.79,-0.56,0.82,-1.42
T1,-0.12,-1.84,0.0,0.39
T2,-0.63,0.41,-2.01,0.43
C_1,0.06,0.0,-0.46,-1.85
