,T0,T1,T2,A_0
T0,-0.81,-0.78,0.26,0.0
T1,-0.01,-1.82,-0.0,-0.0
T2,0.0,0.46,-2.07,-0.44
A_0,0.01,-0.43,-0.48,-2.38
