,T0,T1,T2,A_1
T0,-0.81,-0.78,0.29,-0.0
T1,-0.0,-1.8,-0.0,-0.3
T2,-0.0,0.47,-2.05,-0.66
A_1,-0.08,-0.15,-0.89,-2.16
