,T0,T1,T2,E_1
T0,-0.81,-0.77,0.24,-0.0
T1,-0.0,-1.79,-0.0,-0.48
T2,0.0,0.46,-2.11,0.14
E_1,-0.07,-0.01,0.0,-2.47
