,T0,T1,T2,B_0
T0,-0.79,-0.86,0.27,-0.1
T1,-0.0,-1.88,-0.0,0.37
T2,0.0,0.42,-2.07,-0.13
B_0,-0.33,0.0,-0.0,-1.56
