,T0,T1,T2,B_1
T0,-0.71,-0.87,0.31,-0.26
T1,-0.0,-2.0,0.0,0.37
T2,0.0,0.37,-2.08,-0.0
B_1,-0.0,0.0,-0.37,-0.01
