,T0,T1,T2,B_2
T0,-0.79,-0.8,0.25,-0.12
T1,-0.0,-1.84,-0.0,0.13
T2,0.0,0.42,-2.08,-0.1
B_2,-0.0,-0.0,-0.0,-1.6
