,T0,T1,T2,E_2
T0,-0.81,-0.73,0.19,0.05
T1,-0.0,-1.78,-0.0,-0.54
T2,0.0,0.46,-2.14,0.37
E_2,0.0,-0.01,0.0,-2.13
