,T0,T1,T2,C_2
T0,-0.82,-0.9,-0.0,-0.21
T1,-0.01,-1.89,0.0,-0.0
T2,-0.08,0.42,-2.17,0.01
C_2,-0.53,0.0,0.0,-1.48
