,T0,T1,T2,A_0
T0,-0.85,-0.75,-0.0,0.0
T1,-0.06,-1.84,0.0,-0.55
T2,-0.12,0.45,-2.16,0.0
A_0,0.0,-0.38,0.0,-2.36
