,T0,T1,T2,E_2
T0,-0.87,-0.62,-0.0,0.17
T1,-0.14,-1.82,0.0,-0.47
T2,-0.17,0.47,-2.15,-0.01
E_2,0.0,-0.81,-0.0,-2.16
