,T0,T1,T2,B_1
T0,-0.86,-0.59,-0.0,-0.0
T1,-0.19,-1.84,0.0,-0.0
T2,-0.17,0.42,-2.14,-0.0
B_1,0.0,-0.0,-0.28,0.12
