,T0,T1,T2,C_1
T0,-0.81,-0.86,-0.01,-0.35
T1,-0.01,-1.88,0.0,-0.11
T2,-0.06,0.37,-2.22,0.38
C_1,-0.53,-0.0,0.0,-1.76
