,T0,T1,T2,D_0
T0,-0.95,-1.2,0.0,0.62
T1,-0.0,-1.89,0.0,0.0
T2,-0.17,0.43,-2.14,-0.02
D_0,0.0,0.75,-0.16,-1.15
