,T0,T1,T2,E_2
T0,-0.91,-0.69,0.02,-0.02
T1,-0.65,-1.95,0.02,-0.13
T2,0.01,0.1,-2.22,0.2
E_2,-0.46,-0.3,-0.0,-2.22
