,T0,T1,T2,B_0
T0,-0.89,-0.91,-0.0,-0.04
T1,-0.51,-2.04,-0.0,0.36
T2,0.09,0.11,-2.18,-0.38
B_0,-0.0,-0.04,-0.0,-1.64
