,T0,T1,T2,A_1
T0,-0.89,-0.88,0.04,-0.15
T1,-0.47,-1.96,0.11,-0.58
T2,0.02,0.0,-2.19,-0.09
A_1,-0.27,-0.0,-0.7,-2.14
