,T0,T1,T2,E_0
T0,-0.89,-0.78,0.01,-0.19
T1,-0.55,-1.96,0.0,-0.26
T2,0.02,0.1,-2.23,0.27
E_0,-0.03,-0.06,0.0,-2.66
