,T0,T1,T2,B_2
T0,-0.9,-0.8,-0.0,-0.04
T1,-0.57,-1.99,0.0,0.17
T2,0.07,0.12,-2.19,-0.25
B_2,-0.05,0.09,-0.14,-1.68
