,T0,T1,T2,B_0
T0,-0.66,-0.94,0.38,-0.14
T1,-0.18,-2.05,0.0,0.29
T2,0.0,1.01,-2.17,-0.0
B_0,0.0,-0.01,-0.0,-1.6
